复旦概况,,﻿,复旦大学始创于1905年,1905年,,,,﻿复旦大学始创于1905年，原名复旦公学，1917年定名为复旦大学。
复旦概况,,始创,于1905年,1905年,复旦大学,,,﻿复旦大学始创于1905年，原名复旦公学，1917年定名为复旦大学。
复旦概况,,定名为,复旦大学,1917年,,,,﻿复旦大学始创于1905年，原名复旦公学，1917年定名为复旦大学。
复旦概况,上海医科大学前身,创办,中山大学医学院,1927年,上海医科大学,,,上海医科大学前身是1927年创办的国立第四中山大学医学院，1932年定名为上海医学院，1985年改名为上海医科大学。
复旦概况,上海医科大学前身,定名为,上海医学院,1932年,,,,上海医科大学前身是1927年创办的国立第四中山大学医学院，1932年定名为上海医学院，1985年改名为上海医科大学。
复旦概况,上海医科大学前身,改名为,上海医科大学,1985年,,,,上海医科大学前身是1927年创办的国立第四中山大学医学院，1932年定名为上海医学院，1985年改名为上海医科大学。
复旦概况,上海医科大学,合并,新的复旦大学,2000年,上海医科,,,2000年，复旦大学与上海医科大学合并，组建新的复旦大学，进一步拓宽学科格局，增强办学实力，已经发展成为一所拥有哲学、经济学、法学、教育学、文学、历史学、理学、工学、医学、管理学、艺术学等11个学科门类的综合性研究型大学。
复旦概况,上海医科大学,组建,新的复旦大学,2000年,,,,2000年，复旦大学与上海医科大学合并，组建新的复旦大学，进一步拓宽学科格局，增强办学实力，已经发展成为一所拥有哲学、经济学、法学、教育学、文学、历史学、理学、工学、医学、管理学、艺术学等11个学科门类的综合性研究型大学。
复旦概况,上海医科大学,拓宽,学科格局,2000年,,,,2000年，复旦大学与上海医科大学合并，组建新的复旦大学，进一步拓宽学科格局，增强办学实力，已经发展成为一所拥有哲学、经济学、法学、教育学、文学、历史学、理学、工学、医学、管理学、艺术学等11个学科门类的综合性研究型大学。
复旦概况,上海医科大学,增强,办学实力,2000年,,,,2000年，复旦大学与上海医科大学合并，组建新的复旦大学，进一步拓宽学科格局，增强办学实力，已经发展成为一所拥有哲学、经济学、法学、教育学、文学、历史学、理学、工学、医学、管理学、艺术学等11个学科门类的综合性研究型大学。
复旦概况,上海医科大学,办学,实力,2000年,,,,2000年，复旦大学与上海医科大学合并，组建新的复旦大学，进一步拓宽学科格局，增强办学实力，已经发展成为一所拥有哲学、经济学、法学、教育学、文学、历史学、理学、工学、医学、管理学、艺术学等11个学科门类的综合性研究型大学。
复旦概况,上海医科大学,发展成为,一所拥有哲学、经济学、法学、教育学、文学、历史学、理学、工学、医学、管理学、艺术学等11个学科门类的综合性研究型大学,2000年,,,一,2000年，复旦大学与上海医科大学合并，组建新的复旦大学，进一步拓宽学科格局，增强办学实力，已经发展成为一所拥有哲学、经济学、法学、教育学、文学、历史学、理学、工学、医学、管理学、艺术学等11个学科门类的综合性研究型大学。
复旦概况,上海医科大学,拥有,哲学、经济学、法学、教育学、文学、历史学、理学、工学、医学、管理学、艺术学等11个学科门类,2000年,,,11,2000年，复旦大学与上海医科大学合并，组建新的复旦大学，进一步拓宽学科格局，增强办学实力，已经发展成为一所拥有哲学、经济学、法学、教育学、文学、历史学、理学、工学、医学、管理学、艺术学等11个学科门类的综合性研究型大学。
复旦概况,复旦大学,有,直属院,目前,复旦大学,,,目前，复旦大学有直属院（系）32个，附属医院16家（其中5家筹建）。
复旦概况,复旦大学,筹建,,目前,,,5,目前，复旦大学有直属院（系）32个，附属医院16家（其中5家筹建）。
复旦概况,学校,设有,本科专业70个，拥有一级学科博士学位授权点35个，一级学科硕士学位授权点41个，博士专业学位授权点2个，硕士专业学位授权点27个，博士后科研流动站35个,,,,70,学校设有本科专业70个，拥有一级学科博士学位授权点35个，一级学科硕士学位授权点41个，博士专业学位授权点2个，硕士专业学位授权点27个，博士后科研流动站35个。
复旦概况,学校,拥有,一级学科博士学位授权点35个,,,,35,学校设有本科专业70个，拥有一级学科博士学位授权点35个，一级学科硕士学位授权点41个，博士专业学位授权点2个，硕士专业学位授权点27个，博士后科研流动站35个。
