复旦概况,在校,普通本、专科生人,,,,,12881,在校普通本、专科生12881人，研究生16929人，留学生3043人。
复旦概况,研究生,人,,,,,16929,在校普通本、专科生12881人，研究生16929人，留学生3043人。
复旦概况,在校,留学生人,,,,,3043,在校普通本、专科生12881人，研究生16929人，留学生3043人。
复旦概况,教学科研人员,人,,,,,2799,现有教学科研人员2799人。
复旦概况,,拥有,中国科学院、中国工程院院士42人,,,,42,拥有中国科学院、中国工程院院士42人，中央“千人计划”118人，教育部“长江学者”133人，“国家重点基础研究发展计划（含重大科学研究计划）”项目首席科学家34人，“国家杰青”97人，文科杰出教授1人，文科资深教授11人。
复旦概况,中央,“人计划”118人,,,中央,,千,拥有中国科学院、中国工程院院士42人，中央“千人计划”118人，教育部“长江学者”133人，“国家重点基础研究发展计划（含重大科学研究计划）”项目首席科学家34人，“国家杰青”97人，文科杰出教授1人，文科资深教授11人。
复旦概况,教育部,“长江学者”人,,,教育部,,,拥有中国科学院、中国工程院院士42人，中央“千人计划”118人，教育部“长江学者”133人，“国家重点基础研究发展计划（含重大科学研究计划）”项目首席科学家34人，“国家杰青”97人，文科杰出教授1人，文科资深教授11人。
复旦概况,中央,含,重大科学研究计划,,,,,拥有中国科学院、中国工程院院士42人，中央“千人计划”118人，教育部“长江学者”133人，“国家重点基础研究发展计划（含重大科学研究计划）”项目首席科学家34人，“国家杰青”97人，文科杰出教授1人，文科资深教授11人。
复旦概况,国家,杰青,,,,,,拥有中国科学院、中国工程院院士42人，中央“千人计划”118人，教育部“长江学者”133人，“国家重点基础研究发展计划（含重大科学研究计划）”项目首席科学家34人，“国家杰青”97人，文科杰出教授1人，文科资深教授11人。
复旦概况,教授,人,,,,,1,拥有中国科学院、中国工程院院士42人，中央“千人计划”118人，教育部“长江学者”133人，“国家重点基础研究发展计划（含重大科学研究计划）”项目首席科学家34人，“国家杰青”97人，文科杰出教授1人，文科资深教授11人。
复旦概况,中央,文科资深教授人,,,,,11,拥有中国科学院、中国工程院院士42人，中央“千人计划”118人，教育部“长江学者”133人，“国家重点基础研究发展计划（含重大科学研究计划）”项目首席科学家34人，“国家杰青”97人，文科杰出教授1人，文科资深教授11人。
复旦概况,学校,有,17个学科领域进入ESI前1%,,,,17,学校有17个学科领域进入ESI前1%，其中，化学、材料科学、临床医学进入全球1‰。
复旦概况,学校,进入,ESI,,,,1%,学校有17个学科领域进入ESI前1%，其中，化学、材料科学、临床医学进入全球1‰。
复旦概况,化学、材料科学、临床医学,进入,全球,,,,1,学校有17个学科领域进入ESI前1%，其中，化学、材料科学、临床医学进入全球1‰。
复旦概况,学校,有,一级学科国家重点学科11个，二级学科国家重点学科19个，入选上海市Ⅰ、Ⅱ类高峰学科7个,,,,一,学校有一级学科国家重点学科11个，二级学科国家重点学科19个，入选上海市Ⅰ、Ⅱ类高峰学科7个。
复旦概况,学校,入选,上海市Ⅰ、Ⅱ类高峰学科,,,,7,学校有一级学科国家重点学科11个，二级学科国家重点学科19个，入选上海市Ⅰ、Ⅱ类高峰学科7个。
复旦概况,,有,国家重点实验室5个，教育部工程研究中心5个，教育部重点实验室13个，卫生部重点实验室9个，总后卫生部重点实验室1个，上海市重点实验室15个，上海市工程研究中心4个；有教育部人文社会科学重点研究基地9个，中国研究院入选首批国家高端智库建设试点单位，马克思主义学院入选首批全国重点马克思主义学院，“中国大学智库论坛”秘书处落户复旦,,,,5,有国家重点实验室5个，教育部工程研究中心5个，教育部重点实验室13个，卫生部重点实验室9个，总后卫生部重点实验室1个，上海市重点实验室15个，上海市工程研究中心4个；有教育部人文社会科学重点研究基地9个，中国研究院入选首批国家高端智库建设试点单位，马克思主义学院入选首批全国重点马克思主义学院，“中国大学智库论坛”秘书处落户复旦。
复旦概况,,有,教育部人文社会科学重点研究基地,,,,9,有国家重点实验室5个，教育部工程研究中心5个，教育部重点实验室13个，卫生部重点实验室9个，总后卫生部重点实验室1个，上海市重点实验室15个，上海市工程研究中心4个；有教育部人文社会科学重点研究基地9个，中国研究院入选首批国家高端智库建设试点单位，马克思主义学院入选首批全国重点马克思主义学院，“中国大学智库论坛”秘书处落户复旦。
复旦概况,,入选,首批国家高端智库建设试点单位,,研究院,,,有国家重点实验室5个，教育部工程研究中心5个，教育部重点实验室13个，卫生部重点实验室9个，总后卫生部重点实验室1个，上海市重点实验室15个，上海市工程研究中心4个；有教育部人文社会科学重点研究基地9个，中国研究院入选首批国家高端智库建设试点单位，马克思主义学院入选首批全国重点马克思主义学院，“中国大学智库论坛”秘书处落户复旦。
复旦概况,,入选,首批全国重点马克思主义学院,,,马克思,,有国家重点实验室5个，教育部工程研究中心5个，教育部重点实验室13个，卫生部重点实验室9个，总后卫生部重点实验室1个，上海市重点实验室15个，上海市工程研究中心4个；有教育部人文社会科学重点研究基地9个，中国研究院入选首批国家高端智库建设试点单位，马克思主义学院入选首批全国重点马克思主义学院，“中国大学智库论坛”秘书处落户复旦。
复旦概况,,落户,复旦,,,,,有国家重点实验室5个，教育部工程研究中心5个，教育部重点实验室13个，卫生部重点实验室9个，总后卫生部重点实验室1个，上海市重点实验室15个，上海市工程研究中心4个；有教育部人文社会科学重点研究基地9个，中国研究院入选首批国家高端智库建设试点单位，马克思主义学院入选首批全国重点马克思主义学院，“中国大学智库论坛”秘书处落户复旦。
复旦概况,学校,居,世界第43、第96位,,大学,,43,学校在QS、U.S.News世界大学排行榜最新排名分别居世界第43、第96位，均位列国内高校第3位。
复旦概况,学校,位列,国内高校,,,,,学校在QS、U.S.News世界大学排行榜最新排名分别居世界第43、第96位，均位列国内高校第3位。
复旦概况,大学,建立交流,合作关系,,,,200,学校与全球200余所顶尖大学和研究机构建立交流合作关系，本科生海外交流比例近50%。
复旦概况,本科生海外交流比例,近50%,,,,,50%,学校与全球200余所顶尖大学和研究机构建立交流合作关系，本科生海外交流比例近50%。
复旦概况,学校,签署,战略合作协议,,,,10,学校先后与28个地方政府和10余家企事业单位签署了战略合作协议。
复旦概况,学校,形成,“一体两翼”的校园格局：即以邯郸校区、江湾校区为一体,,,,两,学校已形成“一体两翼”的校园格局：即以邯郸校区、江湾校区为一体，以枫林校区、张江校区为两翼。
复旦概况,学校,枫林,校区张江校区,,,,两,学校已形成“一体两翼”的校园格局：即以邯郸校区、江湾校区为一体，以枫林校区、张江校区为两翼。
复旦概况,占地面积,244.99万平方米,,,,,244.99万,占地面积244.99万平方米，校舍建筑面积200.20万平方米。
复旦概况,校舍建筑面积校舍建筑面积,200.20万平方米,,,,,200.20万,占地面积244.99万平方米，校舍建筑面积200.20万平方米。
复旦概况,,卿云缦缦,光华灿烂,,,,,卿云缦缦，光华灿烂。
复旦概况,,建校,学校,,,,一百一十,建校一百一十年来，学校在人才培养、科学研究、服务社会、国际交流、文明传承与创新等方面为国家作出了突出贡献。
复旦概况,学校,服务,社会国际交流、文明传承与创新等方面为国家,,,,,建校一百一十年来，学校在人才培养、科学研究、服务社会、国际交流、文明传承与创新等方面为国家作出了突出贡献。
复旦概况,学校,作出,突出贡献,,,,,建校一百一十年来，学校在人才培养、科学研究、服务社会、国际交流、文明传承与创新等方面为国家作出了突出贡献。
复旦概况,伟大的时代,伟大,,,,,,伟大的时代孕育伟大的目标，伟大的目标激励奋进的动力。
复旦概况,时代,孕育,伟大的目标,,,,,伟大的时代孕育伟大的目标，伟大的目标激励奋进的动力。
复旦概况,伟大的目标,伟大,,,,,,伟大的时代孕育伟大的目标，伟大的目标激励奋进的动力。
复旦概况,目标,激励,奋进的动力,,,,,伟大的时代孕育伟大的目标，伟大的目标激励奋进的动力。
复旦概况,目标,奋进,动力,,,,,伟大的时代孕育伟大的目标，伟大的目标激励奋进的动力。
复旦概况,复旦师生复旦师生,谨记,“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,切,问而近思”的校训,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,问,而近思,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,严守,“文明、健康、团结、奋发”的校风,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,奋发,校风,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,力行,“,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,发扬,“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,追求,卓越,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,培育,社会主义核心价值观,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,践行,社会主义核心价值观,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,贯穿,人才,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,培养,全过程,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,加快,中国特色世界一流大学,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,建设,中国特色世界一流大学,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,服务,国家战略,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,弘扬,改革创新精神,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,培养,一流人才,,,,一,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,实现,中华民族的伟大复兴,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
复旦概况,复旦师生复旦师生,作出,新的更大的贡献,,,,,复旦师生谨记“博学而笃志，切问而近思”的校训，严守“文明、健康、团结、奋发”的校风，力行“刻苦、严谨、求实、创新”的学风，发扬“爱国奉献、学术独立、海纳百川、追求卓越”的复旦精神，按照党和国家的要求，将培育和践行社会主义核心价值观贯穿人才培养全过程，进一步加快建设中国特色世界一流大学，主动服务国家战略，弘扬改革创新精神，努力培养一流人才，产出一流成果，为实现中华民族的伟大复兴作出新的更大的贡献。
