旅游学系,旅游,继续,学院旅游管理本科、会展管理本科的教学工作,,继续,,,旅游学系自建立本科专业以来，除承担本系的本科生、硕士生（含单招硕士）和博士生的培养任务外，还承担复旦大学网络教育学院和复旦大学继续教育学院旅游管理本科、会展管理本科的教学工作，并先后与海南大学、河南省旅游局、浙江省旅游培训中心、宁波市旅游局、舟山市组织部等单位合作，开办旅游管理硕士课程进修班。
旅游学系,旅游,教育,学院旅游管理本科、会展管理本科的教学工作,,教育,,,旅游学系自建立本科专业以来，除承担本系的本科生、硕士生（含单招硕士）和博士生的培养任务外，还承担复旦大学网络教育学院和复旦大学继续教育学院旅游管理本科、会展管理本科的教学工作，并先后与海南大学、河南省旅游局、浙江省旅游培训中心、宁波市旅游局、舟山市组织部等单位合作，开办旅游管理硕士课程进修班。
旅游学系,旅游,合作,旅游管理硕士课程进修班,,组织部,,,旅游学系自建立本科专业以来，除承担本系的本科生、硕士生（含单招硕士）和博士生的培养任务外，还承担复旦大学网络教育学院和复旦大学继续教育学院旅游管理本科、会展管理本科的教学工作，并先后与海南大学、河南省旅游局、浙江省旅游培训中心、宁波市旅游局、舟山市组织部等单位合作，开办旅游管理硕士课程进修班。
旅游学系,旅游,开办,旅游管理硕士课程进修班,,,,,旅游学系自建立本科专业以来，除承担本系的本科生、硕士生（含单招硕士）和博士生的培养任务外，还承担复旦大学网络教育学院和复旦大学继续教育学院旅游管理本科、会展管理本科的教学工作，并先后与海南大学、河南省旅游局、浙江省旅游培训中心、宁波市旅游局、舟山市组织部等单位合作，开办旅游管理硕士课程进修班。
旅游学系,旅游,做出,重大成绩,,,,,在科研方面也做出了重大成绩，仅近几年就主持承担了国家社科/自然科学基金科研项目4项，省部级项目7项以及其它众多横向课题，主编出版4套大学教材，1套旅游管理研究丛书，国内首套旅游MBA著作丛书，出版系学术刊物《复旦旅游学集刊》，获上海市哲学社会科学优秀成果奖2项，上海市政府决策咨询奖1项。
旅游学系,旅游,主持,承担了国家社科/自然科学基金科研项目4项，省部级项目7项以及其它众多横向课题，主编出版4套大学教材，1套旅游管理研究丛书，国内首套旅游MBA著作丛书，出版系学术刊物《复旦旅游学集刊》，获上海市哲学社会科学优秀成果奖2项,,,,几,在科研方面也做出了重大成绩，仅近几年就主持承担了国家社科/自然科学基金科研项目4项，省部级项目7项以及其它众多横向课题，主编出版4套大学教材，1套旅游管理研究丛书，国内首套旅游MBA著作丛书，出版系学术刊物《复旦旅游学集刊》，获上海市哲学社会科学优秀成果奖2项，上海市政府决策咨询奖1项。
旅游学系,旅游,承担,国家社科/自然科学基金科研项目4项，省部级项目7项以及其它众多横向课题，主编出版4套大学教材，1套旅游管理研究丛书，国内首套旅游MBA著作丛书，出版系学术刊物《复旦旅游学集刊》，获上海市哲学社会科学优秀成果奖2项,,,,几,在科研方面也做出了重大成绩，仅近几年就主持承担了国家社科/自然科学基金科研项目4项，省部级项目7项以及其它众多横向课题，主编出版4套大学教材，1套旅游管理研究丛书，国内首套旅游MBA著作丛书，出版系学术刊物《复旦旅游学集刊》，获上海市哲学社会科学优秀成果奖2项，上海市政府决策咨询奖1项。
旅游学系,旅游,出版,4套大学教材,,,,4,在科研方面也做出了重大成绩，仅近几年就主持承担了国家社科/自然科学基金科研项目4项，省部级项目7项以及其它众多横向课题，主编出版4套大学教材，1套旅游管理研究丛书，国内首套旅游MBA著作丛书，出版系学术刊物《复旦旅游学集刊》，获上海市哲学社会科学优秀成果奖2项，上海市政府决策咨询奖1项。
旅游学系,旅游,出版,系学术刊物《复旦旅游学集刊》，获上海市哲学社会科学优秀成果奖2项,,,,,在科研方面也做出了重大成绩，仅近几年就主持承担了国家社科/自然科学基金科研项目4项，省部级项目7项以及其它众多横向课题，主编出版4套大学教材，1套旅游管理研究丛书，国内首套旅游MBA著作丛书，出版系学术刊物《复旦旅游学集刊》，获上海市哲学社会科学优秀成果奖2项，上海市政府决策咨询奖1项。
旅游学系,旅游,获,上海市哲学社会科学优秀成果奖,,,,2,在科研方面也做出了重大成绩，仅近几年就主持承担了国家社科/自然科学基金科研项目4项，省部级项目7项以及其它众多横向课题，主编出版4套大学教材，1套旅游管理研究丛书，国内首套旅游MBA著作丛书，出版系学术刊物《复旦旅游学集刊》，获上海市哲学社会科学优秀成果奖2项，上海市政府决策咨询奖1项。
旅游学系,上海市政府决策咨询奖上海市政府决策咨询奖,1项,,,,,1,在科研方面也做出了重大成绩，仅近几年就主持承担了国家社科/自然科学基金科研项目4项，省部级项目7项以及其它众多横向课题，主编出版4套大学教材，1套旅游管理研究丛书，国内首套旅游MBA著作丛书，出版系学术刊物《复旦旅游学集刊》，获上海市哲学社会科学优秀成果奖2项，上海市政府决策咨询奖1项。
旅游学系,旅游,形成,学科门类较为齐全、学科特色较为明显,,,,,已形成学科门类较为齐全、学科特色较为明显，具有开拓创新的学科特色。
旅游学系,旅游,具有,开拓创新的学科特色,,,,,已形成学科门类较为齐全、学科特色较为明显，具有开拓创新的学科特色。
旅游学系,旅游,开拓,学科特色,,,,,已形成学科门类较为齐全、学科特色较为明显，具有开拓创新的学科特色。
旅游学系,旅游,创新,学科特色,,,,,已形成学科门类较为齐全、学科特色较为明显，具有开拓创新的学科特色。
